QF_Type	start	end	date_assessment	deviceid	informed_consent	gender_KI	comm_q1	comm_q2	comm_q3	comm_q4	comm_q5	comm_q6	comm_q6_other	comm_q7	comm_q8	comm_q9	comm_q9_other	comm_q10	comm_q11	comm_q12	comm_q13	comm_q14	comm_q15	comm_q16	comm_q16_other	comm_q17	comm_q18	comm_q19	comm_q20	comm_q21	comm_q22	comm_q23	comm_q24	comm_q25	comm_q26	comm_q27	comm_q28	comm_q29	comm_q30	comm_q31	comm_q32	comm_q33	comm_q34	comm_q35	comm_q36	comm_q37	comm_q38	comm_q39	comm_q40	comm_q41	comm_q42	comm_q43	comm_q44	comm_q45	food_market_active	nfi_market_active	mixed_market_active	active_markets	food_market_limited	nfi_market_limited	mixed_market_limited	limited_markets	food_market_closed	nfi_market_closed	mixed_market_closed	closed_markets	comm_q49	comm_q50	comm_q50_other	comm_q51	comm_q51_other	comm_q52	comm_q53	comm_q53_other	comm_q54	comm_q54_other	comm_q55	comm_q56	comm_q57	comm_q58	comm_q58_other	comm_q59	comm_q60	comm_q61	comm_q61_other	comm_q62	comm_q62_other	comm_q63	comm_q63_other	comm_q64	comm_q65	comm_q65_other	comm_q66	comm_q66_other	comm_q67	comm_q68	comm_q69	comm_q70	comm_q70_other	comm_q71	comm_q72	comm_q73	comm_q73_other	comm_q74	comm_q74_other	comm_q75	comm_q75_other	comm_q76	comm_q76_other	current_oblast	current_raion	current_village	gps_work	gpslocation	_gpslocation_latitude	_gpslocation_longitude	_gpslocation_altitude	_gpslocation_precision	location_manual	_id	_uuid	_submission_time	_index	Relevant Settlement	KOATUU	Relevant Community	Extracted Community	Latitude	Longitude
Community	2017-05-26T11:08:45.946+03	2017-05-26T16:11:10.865+03	2017-05-26	354619078933503	Yes	female	Yes, functioning		No	Новоайдар	Yes	No challenges		1	Новлайдар	Old age; Disability\injuries\illness; Health care services are too expensive;		all equally	don’t know	Yes, infrequently	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Delivery problems Quality is too bad		Fully available	32.0	12.0	30.0	17.0	6.0	110.0	65.0	65.0	50.0	70.0	25.0	9.0	9.0	7.0	10.0	15.0	15.0	999.0	999.0	18.0	9.0	22.0	40.0	12.0	999.0	8.0	25.0	25.0	0	0	0	0	0	0	1	1	1	1	1	3	Новоайдар	Private transport (own car, borrowed car)		Distance Transport is never available high prices			local (in this rayon) from the oblast from other regions of Ukraine		Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		Местный рынок Новоайд Северодонецк	Луганск, Алчевск	Distance Problems transporting produce		Distance to FSP Cost of travelling to FSP		Mines and ERW Pillage\destruction of property Lack of Psycho-Social Support		No			Landmines\ERW are present;		Yes, insufficient	Some of the known areas	Yes, insufficient	In-home social care Registration servives		No, required	infrequently	well		No		Waste is left in the street\public area		no problems		Luhanska	Novoaidarskyi	Trokhizbenka	Yes	48.75695071850817 38.96361136172347 76.36424584929134 8.0	48.7569507185	38.9636113617	76.3642458493	8.0		3898791	95965f1a-a660-4d14-9085-419b6aa94c87	2017-05-26T13:12:05	129	Trokhizbenka	4423187701	Trokhizbenka	0	48.7569507185	38.9636113617
Community	2017-05-26T12:13:42.187+03	2017-05-26T12:40:30.709+03	2017-05-26	354619078933503	Yes	female	Yes, functioning		No	Новоайдар	Yes	Distance to services is too big other (specify)	Не рабочий школьный автобус	1	Новоайдар	No health facilities available in the area; High cost of transportation to health facility; No transportation\long distance to facility;		all equally	don’t know	Yes, infrequently	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Delivery problems Quality is too bad		Fully available	29.0	12.0	30.0	18.0	5.0	999.0	70.0	60.0	60.0	70.0	27.0	9.0	9.0	7.0	8.0	15.0	999.0	999.0	999.0	15.0	9.0	23.0	50.0	10.0	450.0	9.0	22.0	22.0	0	0	0	0	0	0	1	1	1	1	1	3	Новоайдар	Private bus service Private transport (own car, borrowed car)		Distance Transport is never available high prices			local (in this rayon) from the oblast from other regions of Ukraine		Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		Местный рынок Новоайд Северодонецк	Луганск Алчевск	Distance Problems transporting produce		Distance to FSP Cost of travelling to FSP		Mines and ERW		No			Landmines\ERW are present;		Yes, insufficient	Yes, all known areas	Yes, insufficient	Registration servives		No, required	Weekly	well		No		Waste is left in the street\public area		Cannot empty septic tank		Luhanska	Novoaidarskyi	Trokhizbenka	No						Молодежная 34	3898793	f3e5cd3e-6f99-44f6-9b9b-7f3d998ad382	2017-05-26T13:12:07	130	Trokhizbenka	4423187701	Trokhizbenka	0	48.7572298443	38.9712691831
Community	2017-05-29T12:03:49.061+03	2017-05-29T16:11:31.295+03	2017-05-29	354619078917589	Yes	female	Yes, functioning		No	Лисичанск	Yes	Don't know\Not sure		1	Лисичанск	Disability\injuries\illness;		disabled male disabled female elderly male elderly female	don’t know	Yes, infrequently	Yes, infrequently	Yes, infrequently	Yes, infrequently	No problems		Fully available	999.0	999.0	999.0	999.0	999.0	999.0	50.0	50.0	55.0	60.0	999.0	10.0	10.0	20.0	5.0	999.0	999.0	999.0	999.0	999.0	10.0	20.0	40.0	999.0	999.0	5.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Лисичанск	Private bus service		Distance			local (in this rayon) from the oblast from other regions of Ukraine		Farming Allowances (Social security\welfare) Cash from humanitarian organisations		Fully available	Fully available	Fully available	Cost Availability		По месту	Стаханов	Distance Problems transporting produce Used to sell at markets which are now at NGCA		Other (specify)	Нет поставщиков	Community tension Freedom of movement		No			Landmines\ERW are present;		Yes, sufficient	Don't know	Yes, insufficient	All available		No, required	Daily	well		No		Waste is buried or burned Waste is left in the street\public area		water shortages		Luhanska	Novoaidarskyi	Krymske	Yes	48.748039821007524 38.80983039926491 85.52917949189565 128.0	48.748039821	38.8098303993	85.5291794919	128.0		3939465	1a4d7037-f0ba-4930-9091-31a2fd426beb	2017-05-29T13:11:42	131	Krymske	4423183601	Krymske	0	48.748039821	38.8098303993
Community	2017-05-29T13:26:57.079+03	2017-05-29T16:11:36.697+03	2017-05-29	354619078917589	Yes	female	Yes, functioning		No	Лисичанск	Yes	Don't know\Not sure		1	Лисичанск	No transportation\long distance to facility; other (specify)	Только военные оказывают помощь	all equally	don’t know	no	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel not available		Fully available	17.0	13.0	30.0	19.0	6.0	120.0	60.0	60.0	70.0	80.0	17.0	9.0	11.0	21.0	5.0	18.0	8.0	8.0	4.0	17.0	12.0	21.0	45.0	14.0	225.0	5.0	25.0	30.0	0	0	0	0	0	0	0	0	0	0	0	0	Магазин	Bicycle Walking		Distance			local (in this rayon) from the oblast from other regions of Ukraine		Farming Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		По месту, Горское	Стаханов, Славяносербск, Кировск, Фрунзе	Used to sell at markets which are now at NGCA		Other (specify)	Нет поставщиков услуг, нет почты	Community tension Presence of armed groups Freedom of movement		No			Landmines\ERW are present;		Yes, sufficient	Yes, all known areas	No	Registration servives		No, required	Daily	well		No		Waste is buried or burned Waste is left in the street\public area		Damage to infrastructure water shortages		Luhanska	Novoaidarskyi	Krymske	Yes	48.751884669414025 38.791406220613126 16.960407985216182 48.0	48.7518846694	38.7914062206	16.9604079852	48.0		3939467	35880056-f90f-4ad6-af07-da3aaf8f8d37	2017-05-29T13:11:45	132	Krymske	4423183601	Krymske	0	48.7518846694	38.7914062206
Community	2017-05-29T14:23:03.436+03	2017-05-29T14:55:05.653+03	2017-05-29	354619078917910	Yes	female	No	Нижнее	No	Попасная	No	No challenges		0	Старая Тошковка	No health facilities available in the area; High cost of transportation to health facility; other (specify)	Нет доступа к мед препаратам.	all equally	0-250	no	no	no	no	Don't know		Not available	28.0	13.0	32.0	15.0	8.0	999.0	50.0	999.0	65.0	999.0	25.0	9.0	8.0	10.0	999.0	15.0	999.0	999.0	12.0	25.0	13.0	20.0	999.0	10.0	999.0	6.0	13.0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	Магазины	Private bus service Private transport (own car, borrowed car)		Distance Transport is too expensive		35.0	from the oblast from other regions of Ukraine		Allowances (Social security\welfare)		Limited availability	Limited availability	Not available	Cost Availability		Не выращ.	Не выращ.	Distance Other (specify)	Не продают продукцию.	Distance to FSP Cost of travelling to FSP Other (specify)	Нет вообще ни банков ни почты.	Mines and ERW		No			Landmines\ERW are present;		No	Some of the known areas	No	In-home social care		Yes, sufficient	Daily	piped drinking water		Yes		Waste is disposed of at designated waste management site		no problems don't know		Luhanska	Novoaidarskyi	Settlement is not on the list	Yes	48.765110897860815 38.65751009104797 110.17514663649142 8.0	48.7651108979	38.657510091	110.175146636	8.0		3939622	43370eaa-011c-4872-8578-846e8bd6e893	2017-05-29T13:21:08	133	Nyzhnie	4423857700	Nyzhnie (Svetlychne)	1	48.7651108979	38.657510091
Community	2017-05-29T11:06:46.371+03	2017-05-29T16:26:30.359+03	2017-05-29	354619079753975	Yes	male	No	с.Нижнее	No	Новоайдар	Don't know	other (specify)	Плохая дорога	1	Лисичанск	other (specify)	Нет специалистов	all equally	don’t know	Yes, infrequently	Yes, infrequently	The community has no water supply	No centralized heating in the community	Fuel too expensive Delivery problems		Not available	999.0	20.0	28.0	999.0	4.0	999.0	68.0	999.0	67.0	90.0	999.0	12.0	9.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	12.0	25.0	999.0	999.0	999.0	6.0	20.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Лисичанск или магазни	Private bus service Private transport (own car, borrowed car)		Distance Security concerns in travelling			from the oblast		Farming Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		По соседям	Лисичанск	Distance		Other (specify)	Услуги отсутсивуют	No concerns		No			Landmines\ERW are present;		Yes, sufficient	Some of the known areas	No	Registration servives		Don't know	Daily	well		No		Waste is buried or burned		no problems		Luhanska	Novoaidarskyi	Krymske	Yes	48.75221666233345 38.781006555836136 81.92129274206502 16.0	48.7522166623	38.7810065558	81.9212927421	16.0		3939893	dc287a35-4b11-45cb-a92a-2aff10ee237f	2017-05-29T13:31:52	134	Krymske	4423183601	Krymske	0	48.7522166623	38.7810065558
Community	2017-05-29T14:19:29.237+03	2017-05-29T16:31:41.228+03	2017-05-29	354619079753975	Yes	female	Don't know		No	Лисичанск	Yes	Don't know\Not sure		0	Лисичанск	High cost of transportation to health facility; Health care services are too expensive; other (specify)	Далеко ехать  В больницу	all equally	0-250	no	no	no	no	No problems		Not available	28.0	13.0	31.0	999.0	4.0	999.0	999.0	50.0	65.0	999.0	26.0	9.0	8.0	10.0	999.0	999.0	999.0	999.0	12.0	23.0	13.0	22.0	999.0	11.0	999.0	6.0	20.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Магазин и ринок Лисичанск	Private bus service		Distance Transport is too expensive		56.0	from the oblast from other regions of Ukraine		Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		На ринке Лисичанск	Лисичанск	Distance		Lack of FSPs (incl. ATMs) Other (specify)	Нет банкоматов	No concerns		No			Landmines\ERW are present;		Don't know	Don't know	No	Registration servives		Don't know	Daily	piped drinking water		No		Waste is buried or burned		no problems		Luhanska	Popasnianskyi	Settlement is not on the list	Yes	48.761042218595136 38.652807731644934 117.26489262204676 8.0	48.7610422186	38.6528077316	117.264892622	8.0		3939898	991b9cad-5052-46ab-a287-6b22cf2e6616	2017-05-29T13:31:56	135	Nyzhnie	4423857700	Nyzhnie (Svetlychne)	1	48.7610422186	38.6528077316
Community	2017-05-30T09:55:51.668+03	2017-05-30T10:45:56.604+03	2017-05-30	354619079758131	Yes	female	No	Волноваха	No	Волноваха	Yes	Route to services is unsafe (mines, checkpoints, shelling);		1	Волноваха,Андреевка	No health facilities available in the area; Security concerns around travel to health facility; No transportation\long distance to facility;		disabled male disabled female elderly male elderly female pregnant women female children male children	501-750	Yes, infrequently	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Fuel not available Delivery problems		Not available	30.0	16.0	32.0	18.0	6.0	999.0	80.0	35.0	60.0	100.0	16.0	8.0	7.0	21.0	10.0	8.0	13.0	11.0	15.0	10.0	12.0	35.0	999.0	11.0	999.0	5.0	17.0	25.0	1	0	0	1	0	0	0	0	0	0	0	0	Волноваха	Private bus service Private transport (own car, borrowed car) Mototransport		Distance Security concerns in travelling Transport is too expensive		200.0	local (in this rayon) from the oblast		Farming Allowances (Social security\welfare)		Fully available	Fully available	Limited availability	Don't know		Местный рынок	Местный рынок,Мирное	Distance Problems transporting produce Security concerns		Distance to FSP Lack of FSPs (incl. ATMs)		Community tension Mines and ERW Pillage\destruction of property		No			Landmines\ERW are present;		Yes, insufficient	Yes, all known areas	No	Registration servives		No, required	infrequently	well		No		Public (paid) waste collection Waste is buried or burned		Damage to infrastructure		Donetska	Volnovaskyi	Hranitne	Yes	47.46213319087556 37.868128767702174 136.3462317279721 12.0	47.4621331909	37.8681287677	136.346231728	12.0		3956282	0e58ee0d-91b9-4216-b1b7-7a2a70bc0b16	2017-05-30T11:31:37	136	Hranitne	1421588801	Hranitne	0	47.4621331909	37.8681287677
Community	2017-05-30T12:13:16.137+03	2017-05-30T12:21:21.122+03	2017-05-30	354619079758131	Yes	male	No	Волноваха	No	Волноваха	Yes	Route to services is unsafe (mines, checkpoints, shelling);		1	Мирное	Security concerns around travel to health facility; High cost of transportation to health facility;		disabled male disabled female elderly male elderly female pregnant women female children male children	0-250	Yes, infrequently	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Delivery problems Quality is too bad		Limited availability	32.0	14.0	33.0	18.0	6.0	105.0	80.0	70.0	70.0	95.0	22.0	7.0	8.0	22.0	10.0	11.0	12.0	8.0	12.0	12.0	13.0	35.0	999.0	12.0	290.0	8.0	20.0	28.0	1	0	0	1	0	0	0	0	0	0	0	0	Волноваха	Private bus service Private transport (own car, borrowed car)		Distance Security concerns in travelling Transport is too expensive		150.0	local (in this rayon) from the oblast from other regions of Ukraine		Unstable employment (daily) Farming Allowances (Social security\welfare) Support from family\friends		Limited availability	Limited availability	Limited availability	Cost		Местный рынок	Местный рынок	Distance Problems transporting produce Security concerns		Distance to FSP Lack of FSPs (incl. ATMs)		Community tension Mines and ERW		No			Landmines\ERW are present;		Yes, insufficient	Yes, all known areas	No	Registration servives		No, required	Daily	well		No		Public (paid) waste collection Waste is buried or burned		Damage to infrastructure		Donetska	Volnovaskyi	Hranitne	Yes	47.458546057717555 37.873403574528346 69.30758162631379 6.0	47.4585460577	37.8734035745	69.3075816263	6.0		3956298	97767434-0ab2-4035-a146-d29e65ede726	2017-05-30T11:31:45	137	Hranitne	1421588801	Hranitne	0	47.4585460577	37.8734035745
Community	2017-05-30T09:55:51.917+03	2017-05-30T10:23:42.170+03	2017-05-30	354619079759782	Yes	female	Yes, non-functioning	Волноваха	No	Волноваха	Yes	Distance to services is too big Route to services is unsafe (mines, checkpoints, shelling);		1	Мирное.Волноваха.Привозят родные	No health facilities available in the area; Security concerns around travel to health facility; High cost of transportation to health facility;		disabled male disabled female elderly male elderly female pregnant women female children male children IDPs all equally	251-500	no	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Fuel not available Delivery problems		Not available	30.0	16.0	32.0	18.0	6.0	999.0	80.0	60.0	60.0	100.0	16.0	8.0	7.0	21.0	10.0	8.0	13.0	11.0	12.0	10.0	12.0	35.0	30.0	12.0	999.0	8.0	18.0	28.0	1	0	0	1	1	0	0	1	1	0	0	1	Волноваха.Мариуполь	Private bus service Public bus service Private transport (own car, borrowed car)		Distance Security concerns in travelling Transport is too expensive		200.0	local (in this rayon) from the oblast from other regions of Ukraine		Unstable employment (daily) Self-employment (not farming) Allowances (Social security\welfare) Support from family\friends		Fully available	Fully available	Limited availability	Don't know		Местный рынок	На местном рынке. Мирный	Distance Security concerns Used to sell at markets which are now at NGCA		Distance to FSP Cost of travelling to FSP Lack of FSPs (incl. ATMs)		Mines and ERW Pillage\destruction of property Shelling		No			Landmines\ERW are present;		Yes, insufficient	Some of the known areas	No	Registration servives		Yes, insufficient	infrequently	well		No		Public (paid) waste collection		Cannot empty septic tank Damage to infrastructure		Donetska	Volnovaskyi	Hranitne	Yes	47.452731909292844 37.862616322516445 55.622789688778376 32.0	47.4527319093	37.8626163225	55.6227896888	32.0		3956570	cfaa3154-5304-4990-a0b4-22987720286a	2017-05-30T11:56:15	138	Hranitne	1421588801	Hranitne	0	47.4527319093	37.8626163225
