	start	end	date_assessment	deviceid	enum_id	facility_name	facility_type	facility_status	current_oblast	current_raion	current_village	gps_work	gpslocation	_gpslocation_latitude	_gpslocation_longitude	_gpslocation_altitude	_gpslocation_precision	location_manual	_id	_uuid	_submission_time	_index
278	2017-06-07T11:20:12.977+03	2017-06-07T11:21:48.726+03	2017-06-07	354619079759782	Slov.007	Сел. Совет	Government building	Closed permanently	Donetska	Marinskyi	Stepne	Yes	47.7975828659976 37.55139722141287 217.90578997044284 12.0	47.797582866	37.5513972214	217.90578997	12.0		4079777	285c4c27-bb24-45f6-9e15-c2e4b3713c27	2017-06-07T13:48:59	279
279	2017-06-07T11:22:43.264+03	2017-06-07T11:23:33.564+03	2017-06-07	354619079759782	Slov.007	Аптека	Pharmacy	Active / operating	Donetska	Marinskyi	Stepne	Yes	47.79775031214754 37.550986626421526 203.37036276317943 16.0	47.7977503121	37.5509866264	203.370362763	16.0		4079782	dd35e674-5f2f-4f4e-b7be-ee770348eb47	2017-06-07T13:49:03	280
280	2017-06-07T11:24:49.019+03	2017-06-07T11:26:02.076+03	2017-06-07	354619079759782	Slov.007	Магазин	Supermarket	Active / operating	Donetska	Marinskyi	Stepne	Yes	47.79761110872273 37.55136317071944 120.66405921401892 32.0	47.7976111087	37.5513631707	120.664059214	32.0		4079792	f2c75cbc-dee5-4a8d-a0cb-1d513250233d	2017-06-07T13:49:12	281
281	2017-06-07T12:08:06.647+03	2017-06-07T12:10:50.116+03	2017-06-07	354619079759782	SLOV.007	Рынок	Marketplace	Active / operating	Donetska	Marinskyi	Stepne	Yes	47.79709390246029 37.55095355084753 242.02045473915945 16.0	47.7970939025	37.5509535508	242.020454739	16.0		4079800	8dab0373-6625-4768-a72b-45062ac8bb28	2017-06-07T13:49:18	282
282	2017-06-07T10:16:31.246+03	2017-06-07T10:18:02.135+03	2017-06-07	354619079756564	Slov 004	Продукты	Supermarket	Active / operating	Donetska	Marinskyi	Stepne	Yes	47.79479453838251 37.54890420690319 224.75057424061032 96.0	47.7947945384	37.5489042069	224.750574241	96.0		4080360	c36d7c53-a400-43fe-b13b-9c81c2832323	2017-06-07T14:33:08	283
283	2017-06-07T10:59:52.121+03	2017-06-07T11:00:59.653+03	2017-06-07	354619079756564	Slov 004	Почта	Post office	Active / operating	Donetska	Marinskyi	Stepne	Yes	47.796781350580524 37.55261039788976 206.2216139232507 32.0	47.7967813506	37.5526103979	206.221613923	32.0		4080362	854ec3d4-5f24-435e-850d-34fdfd7e4d44	2017-06-07T14:33:10	284
284	2017-06-07T11:01:13.739+03	2017-06-07T11:02:43.377+03	2017-06-07	354619079756564	Slov 004	Продукты	Supermarket	Active / operating	Donetska	Marinskyi	Stepne	Yes	47.79658249943296 37.552154101236916 216.6114780860063 32.0	47.7965824994	37.5521541012	216.611478086	32.0		4080363	70776970-c1f7-46b7-ac27-86d4a41d4514	2017-06-07T14:33:11	285
285	2017-06-07T10:30:16.509+03	2017-06-07T10:31:15.843+03	2017-06-07	354619079757273	Slov 003	Магазин продукты	Supermarket	Active / operating	Donetska	Volnovaskyi	Novotroitske	Yes	47.70933208536586 37.55207931221414 203.87840972645165 16.0	47.7093320854	37.5520793122	203.878409726	16.0		4080374	9ada1a08-b612-460c-8211-6b4a0f677bde	2017-06-07T14:33:30	286
286	2017-06-07T10:32:14.735+03	2017-06-07T10:33:10.114+03	2017-06-07	354619079757273	Slov 003	Магазин продукты	Supermarket	Active / operating	Donetska	Volnovaskyi	Novotroitske	Yes	47.709178861830374 37.550865864779084 197.2044768013555 32.0	47.7091788618	37.5508658648	197.204476801	32.0		4080375	50076a06-5938-451f-8f13-834103cd7dc5	2017-06-07T14:33:31	287
287	2017-06-07T10:42:59.059+03	2017-06-07T10:43:55.518+03	2017-06-07	354619079757273	Slov 003	Магазин продуктов	Supermarket	Active / operating	Donetska	Volnovaskyi	Novotroitske	Yes	47.70872598995905 37.57746972539784 188.31544091387298 32.0	47.70872599	37.5774697254	188.315440914	32.0		4080377	0d311373-5a45-4d73-bfa4-965f673ae09b	2017-06-07T14:33:33	288
288	2017-06-07T10:52:57.788+03	2017-06-07T10:53:55.671+03	2017-06-07	354619079757273	Slov 003	Хозтовары	Supermarket	Active / operating	Donetska	Volnovaskyi	Novotroitske	Yes	47.71669630711185 37.58273223874018 181.88749999845058 64.0	47.7166963071	37.5827322387	181.887499998	64.0		4080378	00eef952-7336-471c-b511-56ad76c6b6be	2017-06-07T14:33:34	289
289	2017-06-07T11:24:14.017+03	2017-06-07T11:25:15.377+03	2017-06-07	354619079757273	Slov 003	Магазинпродукты	Supermarket	Active / operating	Donetska	Volnovaskyi	Novotroitske	Yes	47.717530236169466 37.58274927934229 177.88842736256268 32.0	47.7175302362	37.5827492793	177.888427363	32.0		4080381	a8757829-6040-4302-b759-f5cb330f930c	2017-06-07T14:33:36	290
290	2017-06-07T13:05:02.645+03	2017-06-07T13:06:04.697+03	2017-06-07	354619079757273	Slov 003	Магазин	Supermarket	Active / operating	Donetska	Marinskyi	Berezove	Yes	47.766180502341534 37.57679722187776 198.44824001949857 16.0	47.7661805023	37.5767972219	198.448240019	16.0		4080384	4026c20c-3dda-4460-aa6c-37342c896bd3	2017-06-07T14:33:39	291
291	2017-06-08T11:36:08.200+03	2017-06-08T11:37:45.725+03	2017-06-08	354619078917910	SIEV_04	Магазин	Supermarket	Active / operating	Luhanska	Popasnianskyi	Vrubivka	Yes	48.741340618020594 38.37923452664661 257.03821496244984 16.0	48.741340618	38.3792345266	257.038214962	16.0		4096888	a9b1c9aa-68d7-4097-8696-dfd98b0824b2	2017-06-08T12:22:18	292
292	2017-06-08T11:38:16.002+03	2017-06-08T11:39:31.924+03	2017-06-08	354619078917910	SIEV_04	Почта	Post office	Active / operating	Luhanska	Popasnianskyi	Vrubivka	Yes	48.741489218176625 38.379697836603135 284.1655580034888 32.0	48.7414892182	38.3796978366	284.165558003	32.0		4096891	f7c917e1-a12a-4f27-8ab3-18d8c6802e3f	2017-06-08T12:22:19	293
293	2017-06-09T12:28:37.496+03	2017-06-09T12:29:13.198+03	2017-06-09	354619079753736	Slov005	Полиция	Government building	Active / operating	Donetska	Avdiivska	Avdiivka	Yes	48.134522358176476 37.74485686032799 224.54091067516072 16.0	48.1345223582	37.7448568603	224.540910675	16.0		4113161	69dc229b-0d7c-4d60-924d-2729fed7f08d	2017-06-09T12:19:27	294
294	2017-06-09T10:59:51.267+03	2017-06-09T11:17:57.231+03	2017-06-09	354619079756564	Slov 004	Продукты	Supermarket	Active / operating	Donetska	Yasynuvatskyi	Pervomaiske	Yes	48.0965931282417 37.59372660080433 172.04720623426792 32.0	48.0965931282	37.5937266008	172.047206234	32.0		4114889	ae892897-8505-477b-a5a2-054fe5753ce0	2017-06-09T14:35:59	295
