KOATUU;Relevant Community;question_id;question;response;Clarification;Number Responded
4423885201;Troitske;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;3
4423885201;Troitske;comm_q74;Do most households treat the water before drinking?;No;Not needed;3
4423885202;Novozvanivka;comm_q1;Does the community have a police station?;No;Not needed;2
4423885202;Novozvanivka;comm_q12;Have there been any electricity shortages in the last 3 months?;Equally 'Yes, infrequently' and 'Yes, weekly';Clarified;
4423885202;Novozvanivka;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;2
4423885202;Novozvanivka;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;2
4423885202;Novozvanivka;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;2
4423885202;Novozvanivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;Limited availability;Clarified;
4423885202;Novozvanivka;comm_q3;Does the community have a local court?;No;Not needed;2
4423885202;Novozvanivka;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;2
4423885202;Novozvanivka;comm_q69;Are there any child friendly space in the community?;No;Not needed;2
4423885202;Novozvanivka;comm_q71;Are psycho-social support services available in the community?;Yes, insufficient;Not needed;2
4423885202;Novozvanivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Weekly;Not needed;2
4423885202;Novozvanivka;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;2
4423885202;Novozvanivka;comm_q74;Do most households treat the water before drinking?;No;Not needed;2
4424855100;Stanytsia Luhanska;comm_q1;Does the community have a police station?;Yes, functioning;Not needed;8
4424855100;Stanytsia Luhanska;comm_q12;Have there been any electricity shortages in the last 3 months?;No;Not needed;8
4424855100;Stanytsia Luhanska;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;7
4424855100;Stanytsia Luhanska;comm_q14;Have there been any water shortages in the past three months?;No;Not needed;7
4424855100;Stanytsia Luhanska;comm_q15;Have there been any heating shortages during the last winter?;Most of respondents 'No' and some of them 'No centralized heating in the community';Clarified;
4424855100;Stanytsia Luhanska;comm_q17;Are construction materials available in the community markets or in nearby markets?;Fully available;Clarified;
4424855100;Stanytsia Luhanska;comm_q3;Does the community have a local court?;No;Not needed;8
4424855100;Stanytsia Luhanska;comm_q66;Are there any landmines/other ERW in community?;Landmines\EWR are present;Clarified;
4424855100;Stanytsia Luhanska;comm_q69;Are there any child friendly space in the community?;Very insufficient;Clarified;
4424855100;Stanytsia Luhanska;comm_q71;Are psycho-social support services available in the community?;Yes, insufficient;Clarified;
4424855100;Stanytsia Luhanska;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Daily;Clarified;
4424855100;Stanytsia Luhanska;comm_q73;What is the primary source of drinking water in the community?;Most of respondents 'well' and some of them 'piped drinking water';Clarified;
4424855100;Stanytsia Luhanska;comm_q74;Do most households treat the water before drinking?;Yes;Clarified;
4424855400;Petrivka;comm_q1;Does the community have a police station?;Yes, functioning;Not needed;4
4424855400;Petrivka;comm_q12;Have there been any electricity shortages in the last 3 months?;Equally 'No' and 'Yes, infrequently';Clarified;
4424855400;Petrivka;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;4
4424855400;Petrivka;comm_q14;Have there been any water shortages in the past three months?;Equally distributed (look at the options);Clarified;
4424855400;Petrivka;comm_q15;Have there been any heating shortages during the last winter?;Equally 'No' and 'No centralized heating in the community';Clarified;
4424855400;Petrivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;Almost fully available;Clarified;
4424855400;Petrivka;comm_q3;Does the community have a local court?;No;Not needed;4
4424855400;Petrivka;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are not present;Not needed;3
4424855400;Petrivka;comm_q69;Are there any child friendly space in the community?;Yes, insufficient;Not needed;4
4424855400;Petrivka;comm_q71;Are psycho-social support services available in the community?;No, required;Not needed;3
4424855400;Petrivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened (only once in August 2014);Clarified;
4424855400;Petrivka;comm_q73;What is the primary source of drinking water in the community?;Most of respondents 'piped drinking water' and some of them 'well';Clarified;
4424855400;Petrivka;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4424855401;Voitove;comm_q1;Does the community have a police station?;No;Not needed;4
4424855401;Voitove;comm_q12;Have there been any electricity shortages in the last 3 months?;Equally 'No' and 'Yes, infrequently';Clarified;
4424855401;Voitove;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;4
4424855401;Voitove;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;4
4424855401;Voitove;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;4
4424855401;Voitove;comm_q17;Are construction materials available in the community markets or in nearby markets?;Almost fully available;Clarified;
4424855401;Voitove;comm_q3;Does the community have a local court?;No;Not needed;4
4424855401;Voitove;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are not present;Not needed;4
4424855401;Voitove;comm_q69;Are there any child friendly space in the community?;No;Not needed;4
4424855401;Voitove;comm_q71;Are psycho-social support services available in the community?;Required;Clarified;
4424855401;Voitove;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4424855401;Voitove;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;4
4424855401;Voitove;comm_q74;Do most households treat the water before drinking?;No;Not needed;4
4424880501;Valuiske;comm_q1;Does the community have a police station?;No;Not needed;3
4424880501;Valuiske;comm_q12;Have there been any electricity shortages in the last 3 months?;No;Not needed;3
4424880501;Valuiske;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;3
4424880501;Valuiske;comm_q14;Have there been any water shortages in the past three months?;Equally distributed (look at the options);Clarified;
4424880501;Valuiske;comm_q15;Have there been any heating shortages during the last winter?;Most of respondents 'No centralized heating in the community' and some of them 'No';Clarified;
4424880501;Valuiske;comm_q17;Are construction materials available in the community markets or in nearby markets?;Limited availability;Not needed;3
4424880501;Valuiske;comm_q3;Does the community have a local court?;No;Not needed;3
4424880501;Valuiske;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;2
4424880501;Valuiske;comm_q69;Are there any child friendly space in the community?;Very insufficient;Clarified;
4424880501;Valuiske;comm_q71;Are psycho-social support services available in the community?;Yes, insufficient;Not needed;3
4424880501;Valuiske;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Daily;Clarified;
4424880501;Valuiske;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;3
4424880501;Valuiske;comm_q74;Do most households treat the water before drinking?;Yes;Not needed;3
4424880502;Bolotene;comm_q1;Does the community have a police station?;No;Not needed;3
4424880502;Bolotene;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'Yes, infrequently' and some of them 'No';Clarified;
4424880502;Bolotene;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;3
4424880502;Bolotene;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;3
4424880502;Bolotene;comm_q15;Have there been any heating shortages during the last winter?;Most of respondents 'No centralized heating in the community' and some of them 'No';Clarified;
4424880502;Bolotene;comm_q17;Are construction materials available in the community markets or in nearby markets?;Almost fully available;Clarified;
4424880502;Bolotene;comm_q3;Does the community have a local court?;No;Not needed;3
4424880502;Bolotene;comm_q66;Are there any landmines/other ERW in community?;Landmines\EWR are not present;Clarified;
4424880502;Bolotene;comm_q69;Are there any child friendly space in the community?;No;Not needed;3
4424880502;Bolotene;comm_q71;Are psycho-social support services available in the community?;Yes, sufficient;Not needed;3
4424880502;Bolotene;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Daily;Clarified;
4424880502;Bolotene;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;3
4424880502;Bolotene;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4424880503;Vilkhove;comm_q1;Does the community have a police station?;No;Not needed;2
4424880503;Vilkhove;comm_q12;Have there been any electricity shortages in the last 3 months?;No;Not needed;2
4424880503;Vilkhove;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;2
4424880503;Vilkhove;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;2
4424880503;Vilkhove;comm_q15;Have there been any heating shortages during the last winter?;Equally distributed (look at the options);Clarified;
4424880503;Vilkhove;comm_q17;Are construction materials available in the community markets or in nearby markets?;Fully available;Not needed;2
4424880503;Vilkhove;comm_q3;Does the community have a local court?;No;Not needed;2
4424880503;Vilkhove;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;2
4424880503;Vilkhove;comm_q69;Are there any child friendly space in the community?;No;Not needed;2
4424880503;Vilkhove;comm_q71;Are psycho-social support services available in the community?;Yes, sufficient;Not needed;2
4424880503;Vilkhove;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4424880503;Vilkhove;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;2
4424880503;Vilkhove;comm_q74;Do most households treat the water before drinking?;No;Not needed;2
4424880504;Makarove;comm_q1;Does the community have a police station?;No;Not needed;4
4424880504;Makarove;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'Yes, infrequently' and some of them 'No';Clarified;
4424880504;Makarove;comm_q13;Have there been any gas shortages in the last 3 months?;Equally distributed (look at the options);Clarified;
4424880504;Makarove;comm_q14;Have there been any water shortages in the past three months?;Most of respondents 'The community has no water supply' and some of them 'No';Clarified;
4424880504;Makarove;comm_q15;Have there been any heating shortages during the last winter?;Equally distributed (look at the options);Clarified;
4424880504;Makarove;comm_q17;Are construction materials available in the community markets or in nearby markets?;Almost fully available;Clarified;
4424880504;Makarove;comm_q3;Does the community have a local court?;No;Not needed;4
4424880504;Makarove;comm_q66;Are there any landmines/other ERW in community?;Landmines\EWR are not present;Clarified;
4424880504;Makarove;comm_q69;Are there any child friendly space in the community?;No;Not needed;4
4424880504;Makarove;comm_q71;Are psycho-social support services available in the community?;Required;Clarified;
4424880504;Makarove;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4424880504;Makarove;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;4
4424880504;Makarove;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4424880505;Syze;comm_q1;Does the community have a police station?;No;Not needed;3
4424880505;Syze;comm_q12;Have there been any electricity shortages in the last 3 months?;Yes, infrequently;Not needed;3
4424880505;Syze;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;3
4424880505;Syze;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;3
4424880505;Syze;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;3
4424880505;Syze;comm_q17;Are construction materials available in the community markets or in nearby markets?;Fully available;Not needed;3
4424880505;Syze;comm_q3;Does the community have a local court?;No;Not needed;3
4424880505;Syze;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;3
4424880505;Syze;comm_q69;Are there any child friendly space in the community?;No;Not needed;3
4424880505;Syze;comm_q71;Are psycho-social support services available in the community?;Yes, insufficient;Clarified;
4424880505;Syze;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4424880505;Syze;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;3
4424880505;Syze;comm_q74;Do most households treat the water before drinking?;No;Not needed;3
4424883501;Nyzhnoteple;comm_q1;Does the community have a police station?;No. There is just one policeman from Petrivka;Clarified;
4424883501;Nyzhnoteple;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4424883501;Nyzhnoteple;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;3
4424883501;Nyzhnoteple;comm_q14;Have there been any water shortages in the past three months?;No;Not needed;3
4424883501;Nyzhnoteple;comm_q15;Have there been any heating shortages during the last winter?;Most of respondents 'No' and some of them 'No centralized heating in the community';Clarified;
4424883501;Nyzhnoteple;comm_q17;Are construction materials available in the community markets or in nearby markets?;Yes, sufficient;Clarified;
4424883501;Nyzhnoteple;comm_q3;Does the community have a local court?;No;Not needed;3
4424883501;Nyzhnoteple;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;2
4424883501;Nyzhnoteple;comm_q69;Are there any child friendly space in the community?;No;Not needed;3
4424883501;Nyzhnoteple;comm_q71;Are psycho-social support services available in the community?;No, required;Clarified;
4424883501;Nyzhnoteple;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4424883501;Nyzhnoteple;comm_q73;What is the primary source of drinking water in the community?;Equally 'bottled' and 'piped drinking water' and 'well';Clarified;
4424883501;Nyzhnoteple;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4424883502;Artema;comm_q1;Does the community have a police station?;No;Not needed;2
4424883502;Artema;comm_q12;Have there been any electricity shortages in the last 3 months?;No;Not needed;2
4424883502;Artema;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;2
4424883502;Artema;comm_q14;Have there been any water shortages in the past three months?;Yes, infrequently;Not needed;2
4424883502;Artema;comm_q15;Have there been any heating shortages during the last winter?;No;Not needed;2
4424883502;Artema;comm_q17;Are construction materials available in the community markets or in nearby markets?;Limited availability;Clarified;
4424883502;Artema;comm_q3;Does the community have a local court?;No;Not needed;2
4424883502;Artema;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;2
4424883502;Artema;comm_q69;Are there any child friendly space in the community?;No;Not needed;2
4424883502;Artema;comm_q71;Are psycho-social support services available in the community?;Required;Clarified;
4424883502;Artema;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Daily;Not needed;2
4424883502;Artema;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;2
4424883502;Artema;comm_q74;Do most households treat the water before drinking?;No;Not needed;2
4424883503;Pishchane;comm_q1;Does the community have a police station?;No;Not needed;3
4424883503;Pishchane;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4424883503;Pishchane;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;3
4424883503;Pishchane;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;3
4424883503;Pishchane;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;3
4424883503;Pishchane;comm_q17;Are construction materials available in the community markets or in nearby markets?;Almost fully available;Clarified;
4424883503;Pishchane;comm_q3;Does the community have a local court?;No;Not needed;3
4424883503;Pishchane;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;3
4424883503;Pishchane;comm_q69;Are there any child friendly space in the community?;No;Not needed;3
4424883503;Pishchane;comm_q71;Are psycho-social support services available in the community?;No, required;Clarified;
4424883503;Pishchane;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Weekly;Clarified;
4424883503;Pishchane;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;3
4424883503;Pishchane;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4424883504;Nyzhnoteple (Serednoteple);comm_q1;Does the community have a police station?;No;Not needed;1
4424883504;Nyzhnoteple (Serednoteple);comm_q12;Have there been any electricity shortages in the last 3 months?;No;Not needed;1
4424883504;Nyzhnoteple (Serednoteple);comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;1
4424883504;Nyzhnoteple (Serednoteple);comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;1
4424883504;Nyzhnoteple (Serednoteple);comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;1
4424883504;Nyzhnoteple (Serednoteple);comm_q17;Are construction materials available in the community markets or in nearby markets?;Fully available;Not needed;1
4424883504;Nyzhnoteple (Serednoteple);comm_q3;Does the community have a local court?;No;Not needed;1
4424883504;Nyzhnoteple (Serednoteple);comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;1
4424883504;Nyzhnoteple (Serednoteple);comm_q69;Are there any child friendly space in the community?;No;Not needed;1
4424883504;Nyzhnoteple (Serednoteple);comm_q71;Are psycho-social support services available in the community?;No, required;Not needed;1
4424883504;Nyzhnoteple (Serednoteple);comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Not needed;1
4424883504;Nyzhnoteple (Serednoteple);comm_q73;What is the primary source of drinking water in the community?;well;Not needed;1
4424883504;Nyzhnoteple (Serednoteple);comm_q74;Do most households treat the water before drinking?;No;Not needed;1
4424884501;Nyzhnia Vilkhova;comm_q1;Does the community have a police station?;No;Not needed;3
4424884501;Nyzhnia Vilkhova;comm_q12;Have there been any electricity shortages in the last 3 months?;No;Not needed;3
4424884501;Nyzhnia Vilkhova;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;3
4424884501;Nyzhnia Vilkhova;comm_q14;Have there been any water shortages in the past three months?;Most of respondents 'Yes, daily' and some of them 'No';Clarified;
4424884501;Nyzhnia Vilkhova;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;3
4424884501;Nyzhnia Vilkhova;comm_q17;Are construction materials available in the community markets or in nearby markets?;Fully available;Not needed;3
4424884501;Nyzhnia Vilkhova;comm_q3;Does the community have a local court?;No;Not needed;3
4424884501;Nyzhnia Vilkhova;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;2
4424884501;Nyzhnia Vilkhova;comm_q69;Are there any child friendly space in the community?;Yes, insufficient;Not needed;3
4424884501;Nyzhnia Vilkhova;comm_q71;Are psycho-social support services available in the community?;No, required;Not needed;2
4424884501;Nyzhnia Vilkhova;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Not needed;3
4424884501;Nyzhnia Vilkhova;comm_q73;What is the primary source of drinking water in the community?;piped drinking water;Not needed;3
4424884501;Nyzhnia Vilkhova;comm_q74;Do most households treat the water before drinking?;No;Not needed;3
4424884502;Verkhnia Vilkhova;comm_q1;Does the community have a police station?;No;Not needed;6
4424884502;Verkhnia Vilkhova;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4424884502;Verkhnia Vilkhova;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;6
4424884502;Verkhnia Vilkhova;comm_q14;Have there been any water shortages in the past three months?;Equally distributed (look at the options);Clarified;
4424884502;Verkhnia Vilkhova;comm_q15;Have there been any heating shortages during the last winter?;Most of respondents 'Yes, infrequently' and some of them 'No';Clarified;
4424884502;Verkhnia Vilkhova;comm_q17;Are construction materials available in the community markets or in nearby markets?;Yes, sufficient;Clarified;
4424884502;Verkhnia Vilkhova;comm_q3;Does the community have a local court?;No;Not needed;6
4424884502;Verkhnia Vilkhova;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;4
4424884502;Verkhnia Vilkhova;comm_q69;Are there any child friendly space in the community?;No;Not needed;6
4424884502;Verkhnia Vilkhova;comm_q71;Are psycho-social support services available in the community?;No, required;Clarified;
4424884502;Verkhnia Vilkhova;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4424884502;Verkhnia Vilkhova;comm_q73;What is the primary source of drinking water in the community?;Most of respondents 'well' and some of them 'piped drinking water';Clarified;
4424884502;Verkhnia Vilkhova;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4424884503;Malynove;comm_q1;Does the community have a police station?;No;Not needed;3
4424884503;Malynove;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4424884503;Malynove;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;3
4424884503;Malynove;comm_q14;Have there been any water shortages in the past three months?;Most of respondents 'The community has no water supply' and some of them 'No';Clarified;
4424884503;Malynove;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;3
4424884503;Malynove;comm_q17;Are construction materials available in the community markets or in nearby markets?;Yes, sufficient;Clarified;
4424884503;Malynove;comm_q3;Does the community have a local court?;No;Not needed;3
4424884503;Malynove;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are present;Clarified;
4424884503;Malynove;comm_q69;Are there any child friendly space in the community?;No;Not needed;3
4424884503;Malynove;comm_q71;Are psycho-social support services available in the community?;No, required;Not needed;2
4424884503;Malynove;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4424884503;Malynove;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;3
4424884503;Malynove;comm_q74;Do most households treat the water before drinking?;No;Not needed;3
4424884504;Plotyna;comm_q1;Does the community have a police station?;No;Not needed;4
4424884504;Plotyna;comm_q12;Have there been any electricity shortages in the last 3 months?;No;Not needed;4
4424884504;Plotyna;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;4
4424884504;Plotyna;comm_q14;Have there been any water shortages in the past three months?;Most of respondents 'Yes, infrequently' and some of them 'No';Clarified;
4424884504;Plotyna;comm_q15;Have there been any heating shortages during the last winter?;Most of respondents 'No' and some of them 'No centralized heating in the community';Clarified;
4424884504;Plotyna;comm_q17;Are construction materials available in the community markets or in nearby markets?;Limited availability;Clarified;
4424884504;Plotyna;comm_q3;Does the community have a local court?;No;Not needed;4
4424884504;Plotyna;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are not present;Not needed;3
4424884504;Plotyna;comm_q69;Are there any child friendly space in the community?;Insufficient;Clarified;
4424884504;Plotyna;comm_q71;Are psycho-social support services available in the community?;Yes, insufficient;Clarified;
4424884504;Plotyna;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4424884504;Plotyna;comm_q73;What is the primary source of drinking water in the community?;Equally 'piped drinking water' and 'well';Clarified;
4424884504;Plotyna;comm_q74;Do most households treat the water before drinking?;No;Clarified;
4424884505;Pshenychne;comm_q1;Does the community have a police station?;No;Not needed;2
4424884505;Pshenychne;comm_q12;Have there been any electricity shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4424884505;Pshenychne;comm_q13;Have there been any gas shortages in the last 3 months?;Most of respondents 'No' and some of them 'Yes, infrequently';Clarified;
4424884505;Pshenychne;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;2
4424884505;Pshenychne;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;2
4424884505;Pshenychne;comm_q17;Are construction materials available in the community markets or in nearby markets?;Fully available;Not needed;2
4424884505;Pshenychne;comm_q3;Does the community have a local court?;No;Not needed;2
4424884505;Pshenychne;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are not present;";Clarified;
4424884505;Pshenychne;comm_q69;Are there any child friendly space in the community?;No;Not needed;2
4424884505;Pshenychne;comm_q71;Are psycho-social support services available in the community?;No, not required;Not needed;2
4424884505;Pshenychne;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4424884505;Pshenychne;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;2
4424884505;Pshenychne;comm_q74;Do most households treat the water before drinking?;Yes;Clarified;
4424885001;Peredilske;comm_q1;Does the community have a police station?;No;Not needed;2
4424885001;Peredilske;comm_q12;Have there been any electricity shortages in the last 3 months?;No;Not needed;2
4424885001;Peredilske;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;2
4424885001;Peredilske;comm_q14;Have there been any water shortages in the past three months?;Equally distributed (look at the options);Clarified;
4424885001;Peredilske;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;2
4424885001;Peredilske;comm_q17;Are construction materials available in the community markets or in nearby markets?;Limited availability;Clarified;
4424885001;Peredilske;comm_q3;Does the community have a local court?;No;Not needed;2
4424885001;Peredilske;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are not present;Not needed;1
4424885001;Peredilske;comm_q69;Are there any child friendly space in the community?;Yes, insufficient;Clarified;
4424885001;Peredilske;comm_q71;Are psycho-social support services available in the community?;Yes, insufficient;Clarified;
4424885001;Peredilske;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4424885001;Peredilske;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;2
4424885001;Peredilske;comm_q74;Do most households treat the water before drinking?;No;Not needed;2
4424885002;Heivka;comm_q1;Does the community have a police station?;No;Not needed;2
4424885002;Heivka;comm_q12;Have there been any electricity shortages in the last 3 months?;No;Not needed;2
4424885002;Heivka;comm_q13;Have there been any gas shortages in the last 3 months?;No;Not needed;2
4424885002;Heivka;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;2
4424885002;Heivka;comm_q15;Have there been any heating shortages during the last winter?;Equally distributed (look at the options);Clarified;
4424885002;Heivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;Fully available;Not needed;2
4424885002;Heivka;comm_q3;Does the community have a local court?;No;Not needed;2
4424885002;Heivka;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are not present;";Clarified;
4424885002;Heivka;comm_q69;Are there any child friendly space in the community?;No;Not needed;2
4424885002;Heivka;comm_q71;Are psycho-social support services available in the community?;No, required;Clarified;
4424885002;Heivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4424885002;Heivka;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;2
4424885002;Heivka;comm_q74;Do most households treat the water before drinking?;No;Not needed;2
4424885003;Staryi Aidar;comm_q1;Does the community have a police station?;No;Not needed;4
4424885003;Staryi Aidar;comm_q12;Have there been any electricity shortages in the last 3 months?;No;Not needed;4
4424885003;Staryi Aidar;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;4
4424885003;Staryi Aidar;comm_q14;Have there been any water shortages in the past three months?;Most of respondents 'The community has no water supply' and some of them 'No';Clarified;
4424885003;Staryi Aidar;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;4
4424885003;Staryi Aidar;comm_q17;Are construction materials available in the community markets or in nearby markets?;Limited availability;Clarified;
4424885003;Staryi Aidar;comm_q3;Does the community have a local court?;No;Not needed;4
4424885003;Staryi Aidar;comm_q66;Are there any landmines/other ERW in community?;Landmines\ERW are present;Clarified;
4424885003;Staryi Aidar;comm_q69;Are there any child friendly space in the community?;No;Not needed;4
4424885003;Staryi Aidar;comm_q71;Are psycho-social support services available in the community?;Required;Clarified;
4424885003;Staryi Aidar;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;Not in last three months but has happened;Clarified;
4424885003;Staryi Aidar;comm_q73;What is the primary source of drinking water in the community?;well;Not needed;4
4424885003;Staryi Aidar;comm_q74;Do most households treat the water before drinking?;No;Not needed;4
1420985001;Kodema;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;4
1420985001;Kodema;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;4
1420985001;Kodema;comm_q3;Does the community have a local court?;No;Not needed;4
1420985001;Kodema;comm_q66;Are there any landmines/other ERW in community?;"Landmines\ERW are present;";Not needed;4
1420985001;Kodema;comm_q69;Are there any child friendly space in the community?;Yes, insufficient;Not needed;4
1420985001;Kodema;comm_q73;What is the primary source of drinking water in the community?;water trucking;Not needed;4
1420985001;Kodema;comm_q74;Do most households treat the water before drinking?;Yes;Not needed;4
1420986203;Semyhiria;comm_q1;Does the community have a police station?;No;Not needed;5
1420986203;Semyhiria;comm_q13;Have there been any gas shortages in the last 3 months?;The community does not use gas;Not needed;5
1420986203;Semyhiria;comm_q14;Have there been any water shortages in the past three months?;The community has no water supply;Not needed;5
1420986203;Semyhiria;comm_q15;Have there been any heating shortages during the last winter?;No centralized heating in the community;Not needed;5
